"LOCATION","Location","PLASTIC_LEAKAGE_TO_OCEAN","Variable","TIME","Time","Value","Flag Codes","Flags"
"OE6","OECD Non-EU","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.137166,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.034141,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.03538,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.036659,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.03792,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.039199,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.040418,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.04166,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.042908,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.043915,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.044881,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.045913,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.04686,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.047752,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.048634,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.049389,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.050108,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.050771,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.051435,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.052043,,
"OE6","OECD Non-EU","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.052675,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.779256,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.819464,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.860636,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.902699,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.945604,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.989193,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",1.033428,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",1.078248,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",1.123147,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",1.167997,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",1.212799,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",1.257438,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",1.301501,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",1.344983,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",1.387518,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",1.428901,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",1.468942,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",1.507133,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",1.54334,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",1.578171,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",1.125087,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",1.171229,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",1.218182,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",1.265207,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",1.31255,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",1.358973,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",1.40512,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",1.450749,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",1.492321,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",1.531549,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",1.570049,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",1.606461,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",1.639609,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",1.669748,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",1.695612,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",1.717683,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",1.734375,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",1.745847,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",1.752459,,
"OPA","OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",1.760635,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.08563,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.08635,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.088127,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.089078,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.090262,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.09,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.090413,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.09047,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.086426,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.084066,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.083296,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.081065,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.077247,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.073548,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.068458,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.063448,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.056713,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.049635,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.042817,,
"OPA","OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.043034,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.039261,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.040206,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.041176,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.042057,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.042911,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.043591,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.044238,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.044813,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.044899,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.044845,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.044807,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.044598,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.044109,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.043466,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.042543,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.041428,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.039959,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.038199,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.036233,,
"OPA","OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.034844,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.006081,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.006708,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.007391,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.008134,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.00894,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.009811,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",0.010752,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",0.011767,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",0.012853,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",0.014012,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",0.015251,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",0.016573,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",0.017973,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",0.019463,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",0.021037,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",0.022699,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",0.024452,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",0.026302,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",0.028239,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",0.030266,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",0.062845,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",0.068874,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",0.075397,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",0.082399,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",0.089924,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",0.097908,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",0.106425,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",0.115496,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",0.124859,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",0.134666,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",0.145095,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",0.156108,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",0.167384,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",0.179349,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",0.191557,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",0.20422,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",0.217311,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",0.230988,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",0.244889,,
"OCE","OECD Oceania","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",0.259082,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.006191,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.006656,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.007205,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.007744,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.008331,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.008855,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.009459,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.010086,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.010448,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.010967,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.011669,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.012332,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.012678,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.013455,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.013784,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.014325,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.014844,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.015524,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.015839,,
"OCE","OECD Oceania","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.016216,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.000575,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.000627,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.000683,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.000743,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.000806,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.000871,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.000941,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.001015,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.001086,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.001159,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.001239,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.001322,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.0014,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.00149,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.001574,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.001663,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.001754,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.001849,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.001938,,
"OCE","OECD Oceania","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.002027,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.564853,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.622246,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.684705,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.752464,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.825936,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.905272,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",0.990908,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",1.083279,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",1.1818,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",1.286841,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",1.398918,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",1.51793,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",1.644125,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",1.777438,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",1.917834,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",2.06606,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",2.2211,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",2.382959,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",2.551577,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",2.726765,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",1.940046,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",2.121302,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",2.317478,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",2.527055,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",2.752824,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",2.991069,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",3.246304,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",3.519556,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",3.794254,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",4.080271,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",4.386611,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",4.705208,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",5.03387,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",5.37411,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",5.72183,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",6.08782,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",6.45122,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",6.81789,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",7.19089,,
"LAM","Latin America","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",7.57074,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.223576,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.238648,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.258524,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.277438,,
"LAM","Latin America","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.299196,,
