"LOCATION","Location","PLASTIC_LEAKAGE_TO_OCEAN","Variable","TIME","Time","Value","Flag Codes","Flags"
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",4.70124,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",4.95758,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",5.22272,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",5.49519,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",5.77598,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",6.0745,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",6.38328,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",6.69884,,
"MEN","Middle East & North Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",7.02119,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.195825,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.204674,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.216676,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.227772,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.240514,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.250731,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.26393,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.277733,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.281017,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.29034,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.30725,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.319119,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.330157,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.342203,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.353054,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.364902,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.38651,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.400853,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.411319,,
"MEN","Middle East & North Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.422149,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.03928,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.041655,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.044187,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.0468,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.049557,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.05234,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.055288,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.058389,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.061225,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.064131,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.06733,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.070542,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.073796,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.077156,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.080578,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.08408,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.088008,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.09196,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.095871,,
"MEN","Middle East & North Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.099796,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.582204,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",0.641969,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",0.707268,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",0.778448,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",0.855983,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",0.940111,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",1.031396,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",1.130372,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",1.236532,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",1.350379,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",1.47244,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",1.603118,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",1.742369,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",1.890721,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",2.048091,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",2.215206,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",2.391484,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",2.577063,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",2.771924,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",2.975932,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",2.416811,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",2.650319,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",2.904656,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",3.178457,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",3.475453,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",3.790983,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",4.131674,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",4.498768,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",4.870811,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",5.26088,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",5.68258,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",6.12578,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",6.5875,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",7.07006,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",7.56818,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",8.09329,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",8.62651,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",9.17022,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",9.7289,,
"OAF","Other Africa","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",10.30006,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.273318,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.293288,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.319636,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.345043,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.374465,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.399767,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.431887,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.466044,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.478299,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.503873,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.543782,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.573905,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.600994,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.630793,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.655499,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.69224,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.709575,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.729211,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",0.753562,,
"OAF","Other Africa","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",0.775153,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.05471,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.059766,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.065304,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.071175,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.077535,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.084127,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.091284,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.098978,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.106197,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.113764,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.122129,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.130655,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.139304,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.148293,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.157369,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.16708,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.176365,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.185541,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.194822,,
"OAF","Other Africa","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.204033,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",0.927102,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",1.045741,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",1.176569,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",1.320157,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",1.477558,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",1.648829,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",1.835246,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",2.037856,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",2.254539,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",2.486008,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2010","2010",2.734809,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2011","2011",3.00099,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2012","2012",3.284527,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2013","2013",3.586698,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2014","2014",3.908219,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2015","2015",4.250867,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2016","2016",4.614061,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2017","2017",4.999707,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2018","2018",5.410302,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2019","2019",5.839204,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2000","2000",1.688317,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2001","2001",1.891859,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2002","2002",2.115696,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2003","2003",2.358915,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2004","2004",2.624467,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2005","2005",2.908722,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2006","2006",3.216996,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2007","2007",3.550579,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2008","2008",3.892142,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2009","2009",4.253645,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2010","2010",4.649617,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2011","2011",5.071003,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2012","2012",5.512921,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2013","2013",5.981277,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2014","2014",6.474099,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2015","2015",6.998892,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2016","2016",7.548172,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2017","2017",8.13473,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2018","2018",8.768288,,
"ODA","Other non-OECD Asia","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2019","2019",9.40268,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2000","2000",0.295866,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2001","2001",0.322216,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2002","2002",0.354679,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2003","2003",0.386779,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2004","2004",0.422932,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2005","2005",0.455549,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2006","2006",0.494719,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2007","2007",0.536191,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2008","2008",0.558369,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2009","2009",0.592912,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2010","2010",0.644715,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2011","2011",0.687541,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2012","2012",0.725448,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2013","2013",0.770568,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2014","2014",0.814316,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2015","2015",0.867473,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2016","2016",0.912558,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2017","2017",0.972095,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2018","2018",1.044161,,
"ODA","Other non-OECD Asia","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",1.063278,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2000","2000",0.10751,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2001","2001",0.118641,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2002","2002",0.130828,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2003","2003",0.14359,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2004","2004",0.157359,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2005","2005",0.171299,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2006","2006",0.186409,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2007","2007",0.202601,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2008","2008",0.216749,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2009","2009",0.231482,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2010","2010",0.248735,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2011","2011",0.266191,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2012","2012",0.283548,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2013","2013",0.302158,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2014","2014",0.321566,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2015","2015",0.342623,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2016","2016",0.363218,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2017","2017",0.385625,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2018","2018",0.410571,,
"ODA","Other non-OECD Asia","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",0.428938,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2000","2000",1.47905,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2001","2001",1.562906,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2002","2002",1.648965,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2003","2003",1.737407,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2004","2004",1.827926,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2005","2005",1.920488,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2006","2006",2.01511,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2007","2007",2.11158,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2008","2008",2.209696,,
"USA1","United States","ACCUMULATED_STOCK_IN_OCEANS","Accumulated stock in oceans","2009","2009",2.309109,,
